complaint_text,category,language,source
We need assistance with sewer backup outside our building. This issue needs attention.,drainage,english,NYC311_seed_controlled_augmentation
The drainage problem appears to involve rain garden flooding near the hospital. We would appreciate assistance with this issue.,drainage,english,NYC311_seed_controlled_augmentation
There is 15 street cond/dump-out/drop-off near our house. Residents are requesting assistance.,garbage,english,NYC311_seed_controlled_augmentation
"Cloudy Or Milky, Other has affected the local water supply near the public market.",water_supply,english,NYC311_seed_controlled_augmentation
The road surface is affected by broken curb on the main road. The problem has been continuing for some time.,roads,english,NYC311_seed_controlled_augmentation
Please arrange cleaning because of missed recycling paper near the school.,garbage,english,NYC311_seed_controlled_augmentation
There is improper disposal near our house. This is causing inconvenience to the public.,garbage,english,NYC311_seed_controlled_augmentation
Garbage-related problems include improper disposal near the school. The problem has been continuing for some time.,garbage,english,NYC311_seed_controlled_augmentation
Please investigate chemical spill/release outside our building. This is causing inconvenience to the public.,environment,english,NYC311_seed_controlled_augmentation
We are experiencing dirty water close to the town centre. This issue needs attention.,water_supply,english,NYC311_seed_controlled_augmentation
Residents are concerned about wear & tear near the school. This issue needs attention.,roads,english,NYC311_seed_controlled_augmentation
"There appears to be: We have noticed air: odor/fumes, vehicle idling near the school. Please send the responsible team to inspect the area.",environment,english,NYC311_seed_controlled_augmentation
"We have noticed air: smoke, vehicular along the roadside.",environment,english,NYC311_seed_controlled_augmentation
I am reporting: Please inspect the drain because of ponding near our house.,drainage,english,NYC311_seed_controlled_augmentation
Please investigate the water issue: damp spot close to the town centre.,water_supply,english,NYC311_seed_controlled_augmentation
The road surface is affected by broken curb near the school.,roads,english,NYC311_seed_controlled_augmentation
Please arrange cleaning because of missed recycling - m/g/pl near our house. The problem has been continuing for some time.,garbage,english,NYC311_seed_controlled_augmentation
The drainage system has manhole overflow in the residential area. Residents are requesting assistance.,drainage,english,NYC311_seed_controlled_augmentation
There is: Residents have reported unknown odor/taste in drinking water on the main road.,water_supply,english,NYC311_seed_controlled_augmentation
"We have noticed oil spill on street, small near the public market. Please take the necessary action.",environment,english,NYC311_seed_controlled_augmentation
Please repair failed street repair along the roadside.,roads,english,NYC311_seed_controlled_augmentation
There appears to be unknown odor/taste in drinking water near our house. The problem has been continuing for some time.,water_supply,english,NYC311_seed_controlled_augmentation
There is defective hardware near the junction.,roads,english,NYC311_seed_controlled_augmentation
Residents are concerned about large number of mosquitoes close to the bus stop.,environment,english,NYC311_seed_controlled_augmentation
Waste has become a problem due to improper disposal outside our building. Please resolve this problem as soon as possible.,garbage,english,NYC311_seed_controlled_augmentation
There is a water supply problem involving leak on the main road.,water_supply,english,NYC311_seed_controlled_augmentation
There is an environmental problem involving chemical spill/release near the junction.,environment,english,NYC311_seed_controlled_augmentation
There appears to be street light lamp dim near the hospital. The problem has been continuing for some time.,electricity,english,NYC311_seed_controlled_augmentation
There is a water supply problem involving possible water main break outside our building.,water_supply,english,NYC311_seed_controlled_augmentation
The area needs cleaning because of improper disposal near the hospital. Please take the necessary action.,garbage,english,NYC311_seed_controlled_augmentation
Residents have reported unknown odor/taste in drinking water near the junction. Please resolve this problem as soon as possible.,water_supply,english,NYC311_seed_controlled_augmentation
We have noticed: Drivers are having difficulty because of pothole - highway close to the town centre. Please arrange an inspection.,roads,english,NYC311_seed_controlled_augmentation
Ponding is affecting the area near the school. Residents are requesting assistance.,drainage,english,NYC311_seed_controlled_augmentation
Our area is facing unknown odor/taste in drinking water near the public market. The problem has been continuing for some time.,water_supply,english,NYC311_seed_controlled_augmentation
Cave-in is causing problems for vehicles near the hospital. Please send the responsible team to inspect the area.,roads,english,NYC311_seed_controlled_augmentation
Residents have reported dirty water outside our building. We would appreciate assistance with this issue.,water_supply,english,NYC311_seed_controlled_augmentation
Please arrange cleaning because of improper disposal outside our building.,garbage,english,NYC311_seed_controlled_augmentation
There is an environmental problem involving ventilation in our neighbourhood. We would appreciate assistance with this issue.,environment,english,NYC311_seed_controlled_augmentation
Please inspect this environmental issue: large number of mosquitoes near our house. This is causing inconvenience to the public.,environment,english,NYC311_seed_controlled_augmentation
I would like to report: OUTLET/SWITCH is affecting the area near the hospital. Please take the necessary action.,electricity,english,NYC311_seed_controlled_augmentation
Please send a technician because of street light out close to the town centre. Please investigate this issue.,electricity,english,NYC311_seed_controlled_augmentation
There appears to be wiring close to the town centre. Please take the necessary action.,electricity,english,NYC311_seed_controlled_augmentation
OUTLET/SWITCH is affecting the area in our neighbourhood. Please arrange an inspection.,electricity,english,NYC311_seed_controlled_augmentation
The road surface is affected by wear & tear along the roadside. Please arrange an inspection.,roads,english,NYC311_seed_controlled_augmentation
"Residents are concerned about rough, pitted or cracked roads close to the bus stop. Residents are requesting assistance.",roads,english,NYC311_seed_controlled_augmentation
Please address missed recycling paper near the public market. This issue needs attention.,garbage,english,NYC311_seed_controlled_augmentation
Loose Rubbish is creating an unsanitary condition in our neighbourhood. Please arrange an inspection.,garbage,english,NYC311_seed_controlled_augmentation
Please inspect the drain because of catch basin clogged/flooding near our house.,drainage,english,NYC311_seed_controlled_augmentation
We need assistance with sewer or drain near the junction.,drainage,english,NYC311_seed_controlled_augmentation
Residents have reported: There is an environmental problem involving asbestos complaint outside our building. Residents are requesting assistance.,environment,english,NYC311_seed_controlled_augmentation
There has been: Please repair failed street repair near the public market.,roads,english,NYC311_seed_controlled_augmentation
There is: Wastewater is causing problems due to culvert blocked/needs cleaning near the junction. Please send the responsible team to inspect the area.,drainage,english,NYC311_seed_controlled_augmentation
Our area is facing hydrant leaking near the public market. Please investigate this issue.,water_supply,english,NYC311_seed_controlled_augmentation
The drainage system has ponding near the junction. This is causing inconvenience to the public.,drainage,english,NYC311_seed_controlled_augmentation
We are experiencing an electrical problem involving lamppost wire exposed near the school.,electricity,english,NYC311_seed_controlled_augmentation
We need assistance with catch basin clogged/flooding near our house. Please investigate this issue.,drainage,english,NYC311_seed_controlled_augmentation
Our area has: There is curb defect-metal protruding in our neighbourhood. Please resolve this problem as soon as possible.,roads,english,NYC311_seed_controlled_augmentation
"Please investigate air: smoke, chimney or vent close to the bus stop.",environment,english,NYC311_seed_controlled_augmentation
Residents have complained about missed collection close to the town centre. Please resolve this problem as soon as possible.,garbage,english,NYC311_seed_controlled_augmentation
Please inspect the drain because of ponding near the school.,drainage,english,NYC311_seed_controlled_augmentation
Residents have complained about dirty area/alleyway outside our building. Please resolve this problem as soon as possible.,garbage,english,NYC311_seed_controlled_augmentation
We have noticed: People nearby have complained about asbestos complaint near the school. Please take the necessary action.,environment,english,NYC311_seed_controlled_augmentation
Waste has become a problem due to missed collection outside our building. Please take the necessary action.,garbage,english,NYC311_seed_controlled_augmentation
The electricity service has a problem with outlet/switch outside our building.,electricity,english,NYC311_seed_controlled_augmentation
There is lighting near the school. Please send the responsible team to inspect the area.,electricity,english,NYC311_seed_controlled_augmentation
There appears to be multiple street lights out near the hospital.,electricity,english,NYC311_seed_controlled_augmentation
Pothole - Highway is causing problems for vehicles along the roadside. Please take the necessary action.,roads,english,NYC311_seed_controlled_augmentation
People nearby have complained about large number of mosquitoes near our house.,environment,english,NYC311_seed_controlled_augmentation
"Air: Smoke, Vehicular is affecting the surrounding environment along the roadside. The problem has been continuing for some time.",environment,english,NYC311_seed_controlled_augmentation
People nearby have complained about chemical odor near the school.,environment,english,NYC311_seed_controlled_augmentation
Residents are concerned about failed street repair close to the bus stop.,roads,english,NYC311_seed_controlled_augmentation
I am reporting: Possible Water Main Break has affected the local water supply near the school. The problem has been continuing for some time.,water_supply,english,NYC311_seed_controlled_augmentation
Pothole - Highway on the main road.,roads,english,NYC311_seed_controlled_augmentation
There is: POWER OUTAGE is affecting the area outside our building. Please take the necessary action.,electricity,english,NYC311_seed_controlled_augmentation
Please check: Defective Hardware is causing problems for vehicles along the roadside.,roads,english,NYC311_seed_controlled_augmentation
"Please investigate air: smoke, chimney or vent close to the town centre. We would appreciate assistance with this issue.",environment,english,NYC311_seed_controlled_augmentation
Residents are concerned about pothole - highway near our house. Please investigate this issue.,roads,english,NYC311_seed_controlled_augmentation
The drainage system has sewer or drain near the public market. We would appreciate assistance with this issue.,drainage,english,NYC311_seed_controlled_augmentation
The road has wear & tear in our neighbourhood. This issue needs attention.,roads,english,NYC311_seed_controlled_augmentation
Our area has: There is pothole near the junction. This is causing inconvenience to the public.,roads,english,NYC311_seed_controlled_augmentation
Please arrange cleaning because of improper disposal in the residential area.,garbage,english,NYC311_seed_controlled_augmentation
There appears to be: Please check the water system because of heavy flow close to the town centre. Please arrange an inspection.,water_supply,english,NYC311_seed_controlled_augmentation
Please address missed recycling paper close to the bus stop. Please take the necessary action.,garbage,english,NYC311_seed_controlled_augmentation
The road surface is affected by pothole near the school.,roads,english,NYC311_seed_controlled_augmentation
We have noticed: There is a water supply problem involving damp spot near the school. This is causing inconvenience to the public.,water_supply,english,NYC311_seed_controlled_augmentation
There has been: The road surface is affected by pothole near the public market. Please arrange an inspection.,roads,english,NYC311_seed_controlled_augmentation
Residents are reporting catch basin clogged/flooding close to the town centre. Please take the necessary action.,drainage,english,NYC311_seed_controlled_augmentation
The drainage problem appears to involve culvert blocked/needs cleaning near the hospital. This is causing inconvenience to the public.,drainage,english,NYC311_seed_controlled_augmentation
We need assistance with sewage leak along the roadside. This is causing inconvenience to the public.,drainage,english,NYC311_seed_controlled_augmentation
We have noticed: Cave-in near the junction.,roads,english,NYC311_seed_controlled_augmentation
The drainage problem appears to involve catch basin clogged/flooding close to the bus stop. Please investigate this issue.,drainage,english,NYC311_seed_controlled_augmentation
Our area has: The road has failed street repair near our house. The problem has been continuing for some time.,roads,english,NYC311_seed_controlled_augmentation
Please repair pothole near the school. Please take the necessary action.,roads,english,NYC311_seed_controlled_augmentation
I am reporting: Please investigate chemical spill/release near the hospital. Please arrange an inspection.,environment,english,NYC311_seed_controlled_augmentation
Residents have complained about missed recycling - m/g/pl near the junction.,garbage,english,NYC311_seed_controlled_augmentation
Garbage-related problems include dirty sidewalk on the main road. Please arrange an inspection.,garbage,english,NYC311_seed_controlled_augmentation
Garbage-related problems include bulk-missed recy collection near the public market. Please resolve this problem as soon as possible.,garbage,english,NYC311_seed_controlled_augmentation
Improper Disposal is creating an unsanitary condition along the roadside. This is causing inconvenience to the public.,garbage,english,NYC311_seed_controlled_augmentation
Residents are concerned about curb defect-metal protruding near the school. Please send the responsible team to inspect the area.,roads,english,NYC311_seed_controlled_augmentation
Residents are concerned about large number of mosquitoes near the public market. Please investigate this issue.,environment,english,NYC311_seed_controlled_augmentation
The electricity service has a problem with lamppost knocked down near the public market. Please take the necessary action.,electricity,english,NYC311_seed_controlled_augmentation
Please arrange cleaning because of missed recycling - m/g/pl near our house. This issue needs attention.,garbage,english,NYC311_seed_controlled_augmentation
The road surface is affected by defective hardware near the hospital. This issue needs attention.,roads,english,NYC311_seed_controlled_augmentation
Please inspect the drain because of ponding near the junction. The problem has been continuing for some time.,drainage,english,NYC311_seed_controlled_augmentation
There is missed recycling - m/g/pl near the school. Residents are requesting assistance.,garbage,english,NYC311_seed_controlled_augmentation
Please send a technician because of no lighting on the main road. This is causing inconvenience to the public.,electricity,english,NYC311_seed_controlled_augmentation
POWER OUTAGE is affecting the area near our house.,electricity,english,NYC311_seed_controlled_augmentation
There is sewage odor near the junction. This issue needs attention.,drainage,english,NYC311_seed_controlled_augmentation
Waste has become a problem due to bulk-missed recy collection in our neighbourhood.,garbage,english,NYC311_seed_controlled_augmentation
Please repair pothole close to the bus stop. We would appreciate assistance with this issue.,roads,english,NYC311_seed_controlled_augmentation
"There has been: Residents are concerned about rough, pitted or cracked roads outside our building. Please take the necessary action.",roads,english,NYC311_seed_controlled_augmentation
We are experiencing an electrical problem involving multiple street lights out near our house.,electricity,english,NYC311_seed_controlled_augmentation
There has been: We need assistance with sewer backup close to the bus stop.,drainage,english,NYC311_seed_controlled_augmentation
Please inspect the electrical issue: electrical wiring defective/exposed outside our building.,electricity,english,NYC311_seed_controlled_augmentation
Please address receptacle violation outside our building.,garbage,english,NYC311_seed_controlled_augmentation
We have noticed: There appears to be dirty water in our neighbourhood.,water_supply,english,NYC311_seed_controlled_augmentation
The area needs cleaning because of missed recycling paper along the roadside.,garbage,english,NYC311_seed_controlled_augmentation
Pothole - Highway is causing problems for vehicles in the residential area.,roads,english,NYC311_seed_controlled_augmentation
Please repair cave-in in the residential area. We would appreciate assistance with this issue.,roads,english,NYC311_seed_controlled_augmentation
"Residents have reported cloudy or milky, other near the junction. Please arrange an inspection.",water_supply,english,NYC311_seed_controlled_augmentation
Garbage-related problems include missed recycling paper close to the town centre.,garbage,english,NYC311_seed_controlled_augmentation
I would like to report: Cave-in is causing problems for vehicles close to the town centre.,roads,english,NYC311_seed_controlled_augmentation
Residents are concerned about ventilation near the public market. Residents are requesting assistance.,environment,english,NYC311_seed_controlled_augmentation
"Rough, Pitted or Cracked Roads is causing problems for vehicles along the roadside.",roads,english,NYC311_seed_controlled_augmentation
"People nearby have complained about air: odor/fumes, restaurant near our house. Please resolve this problem as soon as possible.",environment,english,NYC311_seed_controlled_augmentation
I would like to report: Residents are reporting sewage odor near our house. We would appreciate assistance with this issue.,drainage,english,NYC311_seed_controlled_augmentation
Residents have reported: Please address 15 street cond/dump-out/drop-off in the residential area.,garbage,english,NYC311_seed_controlled_augmentation
Please check: Residents are concerned about failed street repair close to the bus stop. This is causing inconvenience to the public.,roads,english,NYC311_seed_controlled_augmentation
There appears to be: Please address missed recycling paper in our neighbourhood. Please resolve this problem as soon as possible.,garbage,english,NYC311_seed_controlled_augmentation
Please investigate the water issue: leak near our house. Please resolve this problem as soon as possible.,water_supply,english,NYC311_seed_controlled_augmentation
Please inspect the electrical issue: wiring on the main road. The problem has been continuing for some time.,electricity,english,NYC311_seed_controlled_augmentation
"There is an environmental problem involving unsafe chemical, storage close to the bus stop.",environment,english,NYC311_seed_controlled_augmentation
We have noticed: We need assistance with culvert blocked/needs cleaning in our neighbourhood.,drainage,english,NYC311_seed_controlled_augmentation
Please address loose rubbish near the school. We would appreciate assistance with this issue.,garbage,english,NYC311_seed_controlled_augmentation
Our area is facing low water pressure - wlwp near the school. The problem has been continuing for some time.,water_supply,english,NYC311_seed_controlled_augmentation
"We have noticed unsafe chemical, storage outside our building.",environment,english,NYC311_seed_controlled_augmentation
We have noticed chemical spill/release near the public market. Please investigate this issue.,environment,english,NYC311_seed_controlled_augmentation
"Please inspect this environmental issue: air: smoke, vehicular near the hospital. Residents are requesting assistance.",environment,english,NYC311_seed_controlled_augmentation
Drivers are having difficulty because of failed street repair outside our building. Please arrange an inspection.,roads,english,NYC311_seed_controlled_augmentation
I am reporting: There is manhole overflow near the hospital. Please arrange an inspection.,drainage,english,NYC311_seed_controlled_augmentation
Wastewater is causing problems due to catch basin clogged/flooding near the junction. Please take the necessary action.,drainage,english,NYC311_seed_controlled_augmentation
Our area has: Please arrange cleaning because of missed collection near our house. Residents are requesting assistance.,garbage,english,NYC311_seed_controlled_augmentation
People nearby have complained about chemical spill/release close to the bus stop. The problem has been continuing for some time.,environment,english,NYC311_seed_controlled_augmentation
People nearby have complained about chemical spill/release close to the bus stop.,environment,english,NYC311_seed_controlled_augmentation
Residents are concerned about pothole - highway on the main road. This is causing inconvenience to the public.,roads,english,NYC311_seed_controlled_augmentation
Please inspect the electrical issue: lamppost knocked down near the public market. Please resolve this problem as soon as possible.,electricity,english,NYC311_seed_controlled_augmentation
There is catch basin clogged/flooding in the residential area. Please resolve this problem as soon as possible.,drainage,english,NYC311_seed_controlled_augmentation
Our area is facing leak near the hospital. Please investigate this issue.,water_supply,english,NYC311_seed_controlled_augmentation
The electricity service has a problem with lamppost knocked down close to the town centre. Please send the responsible team to inspect the area.,electricity,english,NYC311_seed_controlled_augmentation
There is no lighting close to the bus stop. Please send the responsible team to inspect the area.,electricity,english,NYC311_seed_controlled_augmentation
Our area has: We need assistance with street flooding near the public market. Residents are requesting assistance.,drainage,english,NYC311_seed_controlled_augmentation
Waste has become a problem due to loose rubbish near the hospital. We would appreciate assistance with this issue.,garbage,english,NYC311_seed_controlled_augmentation
There has been: Residents are reporting culvert blocked/needs cleaning in the residential area. Please take the necessary action.,drainage,english,NYC311_seed_controlled_augmentation
HEAVY FLOW has affected the local water supply near the school.,water_supply,english,NYC311_seed_controlled_augmentation
"There appears to be: There is an environmental problem involving unsafe chemical, abandoned along the roadside. Please send the responsible team to inspect the area.",environment,english,NYC311_seed_controlled_augmentation
"Please investigate the water issue: taste/odor, bitter/metallic near the hospital. This issue needs attention.",water_supply,english,NYC311_seed_controlled_augmentation
Lamppost Knocked Down is affecting the area in the residential area. Residents are requesting assistance.,electricity,english,NYC311_seed_controlled_augmentation
Garbage-related problems include dirty area/alleyway along the roadside. Please send the responsible team to inspect the area.,garbage,english,NYC311_seed_controlled_augmentation
"We have noticed: Air: Dust, Construction/Demolition is affecting the surrounding environment close to the bus stop. The problem has been continuing for some time.",environment,english,NYC311_seed_controlled_augmentation
The electricity service has a problem with lighting on the main road. Please send the responsible team to inspect the area.,electricity,english,NYC311_seed_controlled_augmentation
There is a water supply problem involving leak in the residential area. The problem has been continuing for some time.,water_supply,english,NYC311_seed_controlled_augmentation
Please send a technician because of power outage in our neighbourhood. Please arrange an inspection.,electricity,english,NYC311_seed_controlled_augmentation
"Residents are concerned about unsafe chemical, storage on the main road.",environment,english,NYC311_seed_controlled_augmentation
There appears to be lighting outside our building. This issue needs attention.,electricity,english,NYC311_seed_controlled_augmentation
The drainage system has sewage leak near the public market. This is causing inconvenience to the public.,drainage,english,NYC311_seed_controlled_augmentation
I would like to report: There is wear & tear near the school. Please arrange an inspection.,roads,english,NYC311_seed_controlled_augmentation
Residents have reported electrical wiring defective/exposed close to the bus stop.,electricity,english,NYC311_seed_controlled_augmentation
Street Flooding is affecting the area close to the town centre.,drainage,english,NYC311_seed_controlled_augmentation
Waste has become a problem due to bulk-missed recy collection near our house. Please investigate this issue.,garbage,english,NYC311_seed_controlled_augmentation
The area needs cleaning because of bulk-missed collection outside our building. This is causing inconvenience to the public.,garbage,english,NYC311_seed_controlled_augmentation
"Please inspect this environmental issue: air: smoke, vehicular near the public market. Please send the responsible team to inspect the area.",environment,english,NYC311_seed_controlled_augmentation
Residents are concerned about defective hardware near the hospital. Residents are requesting assistance.,roads,english,NYC311_seed_controlled_augmentation
Our area is facing dirty water close to the town centre. This issue needs attention.,water_supply,english,NYC311_seed_controlled_augmentation
Residents are reporting catch basin clogged/flooding on the main road. Please investigate this issue.,drainage,english,NYC311_seed_controlled_augmentation
Please inspect the electrical issue: electrical wiring defective/exposed close to the town centre. We would appreciate assistance with this issue.,electricity,english,NYC311_seed_controlled_augmentation
We are experiencing: Residents are concerned about asbestos complaint near our house.,environment,english,NYC311_seed_controlled_augmentation
The drainage problem appears to involve culvert blocked/needs cleaning along the roadside. This is causing inconvenience to the public.,drainage,english,NYC311_seed_controlled_augmentation
Garbage-related problems include 15 street cond/dump-out/drop-off close to the town centre. The problem has been continuing for some time.,garbage,english,NYC311_seed_controlled_augmentation
Please address improper disposal near the junction.,garbage,english,NYC311_seed_controlled_augmentation
We have noticed: Please inspect the drain because of sewage leak outside our building. Please take the necessary action.,drainage,english,NYC311_seed_controlled_augmentation
Pothole is causing problems for vehicles near the hospital. We would appreciate assistance with this issue.,roads,english,NYC311_seed_controlled_augmentation
The area is affected by asbestos complaint near the school.,environment,english,NYC311_seed_controlled_augmentation
Residents are concerned about wear & tear along the roadside. Please arrange an inspection.,roads,english,NYC311_seed_controlled_augmentation
"Please inspect this environmental issue: air: smoke, chimney or vent outside our building.",environment,english,NYC311_seed_controlled_augmentation
Garbage-related problems include receptacle violation near the junction. This is causing inconvenience to the public.,garbage,english,NYC311_seed_controlled_augmentation
"Residents are concerned about rough, pitted or cracked roads near the hospital. Please resolve this problem as soon as possible.",roads,english,NYC311_seed_controlled_augmentation
Our area is facing low water pressure - wlwp near the public market. Please take the necessary action.,water_supply,english,NYC311_seed_controlled_augmentation
There is sewer or drain close to the bus stop. Please send the responsible team to inspect the area.,drainage,english,NYC311_seed_controlled_augmentation
I would like to report: Please repair pothole near our house.,roads,english,NYC311_seed_controlled_augmentation
"People nearby have complained about air: smoke, vehicular near the junction.",environment,english,NYC311_seed_controlled_augmentation
Please arrange cleaning because of improper disposal near the junction. Please investigate this issue.,garbage,english,NYC311_seed_controlled_augmentation
The drainage problem appears to involve sewage leak on the main road.,drainage,english,NYC311_seed_controlled_augmentation
"Please inspect this environmental issue: air: odor/fumes, restaurant in the residential area. Please take the necessary action.",environment,english,NYC311_seed_controlled_augmentation
Wastewater is causing problems due to ponding along the roadside.,drainage,english,NYC311_seed_controlled_augmentation
Please inspect the drain because of sewage leak along the roadside. Please investigate this issue.,drainage,english,NYC311_seed_controlled_augmentation
"Residents are concerned about air: smoke, chimney or vent near the public market.",environment,english,NYC311_seed_controlled_augmentation
There is: The area is affected by asbestos complaint outside our building. Please take the necessary action.,environment,english,NYC311_seed_controlled_augmentation
"Residents are concerned about oil spill on street, small in our neighbourhood. This issue needs attention.",environment,english,NYC311_seed_controlled_augmentation
Lamppost Knocked Down is affecting the area outside our building.,electricity,english,NYC311_seed_controlled_augmentation
"There is an environmental problem involving oil spill on street, large close to the bus stop. Please resolve this problem as soon as possible.",environment,english,NYC311_seed_controlled_augmentation
There is: Sewer or Drain is affecting the area close to the bus stop.,drainage,english,NYC311_seed_controlled_augmentation
There is: Please inspect the electrical issue: lamppost knocked down near the hospital. This is causing inconvenience to the public.,electricity,english,NYC311_seed_controlled_augmentation
Sewer or Drain is affecting the area along the roadside.,drainage,english,NYC311_seed_controlled_augmentation
Residents are reporting catch basin clogged/flooding near the school. The problem has been continuing for some time.,drainage,english,NYC311_seed_controlled_augmentation
The road surface is affected by pothole near the hospital. Please send the responsible team to inspect the area.,roads,english,NYC311_seed_controlled_augmentation
Defective Hardware along the roadside. The problem has been continuing for some time.,roads,english,NYC311_seed_controlled_augmentation
The area needs cleaning because of missed recycling-all materials close to the bus stop. Please take the necessary action.,garbage,english,NYC311_seed_controlled_augmentation
Residents are reporting street flooding near our house. This is causing inconvenience to the public.,drainage,english,NYC311_seed_controlled_augmentation
"Please investigate air: smoke, vehicular near the public market. Please investigate this issue.",environment,english,NYC311_seed_controlled_augmentation
People nearby have complained about ventilation close to the bus stop.,environment,english,NYC311_seed_controlled_augmentation
Please address loose rubbish along the roadside.,garbage,english,NYC311_seed_controlled_augmentation
I would like to report: There is bulk-missed collection in our neighbourhood.,garbage,english,NYC311_seed_controlled_augmentation
Our area has: Residents are reporting culvert blocked/needs cleaning close to the bus stop. This issue needs attention.,drainage,english,NYC311_seed_controlled_augmentation
Please send a technician because of lighting close to the bus stop. Please send the responsible team to inspect the area.,electricity,english,NYC311_seed_controlled_augmentation
There appears to be: Residents are concerned about asbestos complaint near the public market.,environment,english,NYC311_seed_controlled_augmentation
"There is an environmental problem involving air: odor/fumes, vehicle idling near the hospital. Please take the necessary action.",environment,english,NYC311_seed_controlled_augmentation
Please inspect this environmental issue: asbestos complaint in our neighbourhood.,environment,english,NYC311_seed_controlled_augmentation
Residents have reported possible water main break close to the bus stop.,water_supply,english,NYC311_seed_controlled_augmentation
There is: The drainage system has culvert blocked/needs cleaning along the roadside.,drainage,english,NYC311_seed_controlled_augmentation
Residents are reporting rain garden flooding on the main road. Please arrange an inspection.,drainage,english,NYC311_seed_controlled_augmentation
Please check the water system because of no water in our neighbourhood. Please arrange an inspection.,water_supply,english,NYC311_seed_controlled_augmentation
There appears to be wiring near the junction.,electricity,english,NYC311_seed_controlled_augmentation
"I am reporting: Please inspect this environmental issue: air: dust, other near the public market. Please take the necessary action.",environment,english,NYC311_seed_controlled_augmentation
Please inspect the electrical issue: electrical wiring defective/exposed along the roadside. Please arrange an inspection.,electricity,english,NYC311_seed_controlled_augmentation
"Residents have reported cloudy or milky, other close to the town centre.",water_supply,english,NYC311_seed_controlled_augmentation
Residents have reported street light out in the residential area. Please resolve this problem as soon as possible.,electricity,english,NYC311_seed_controlled_augmentation
"Please inspect this environmental issue: air: smoke, chimney or vent outside our building. This is causing inconvenience to the public.",environment,english,NYC311_seed_controlled_augmentation
There is an environmental problem involving chemical odor in our neighbourhood. Please resolve this problem as soon as possible.,environment,english,NYC311_seed_controlled_augmentation
Please address missed recycling-all materials near the public market.,garbage,english,NYC311_seed_controlled_augmentation
Cave-in is causing problems for vehicles close to the bus stop. Please send the responsible team to inspect the area.,roads,english,NYC311_seed_controlled_augmentation
"Our area has: Our area is facing taste/odor, chlorine on the main road. Please send the responsible team to inspect the area.",water_supply,english,NYC311_seed_controlled_augmentation
Our area has: Residents are concerned about pothole - highway close to the town centre. This issue needs attention.,roads,english,NYC311_seed_controlled_augmentation
"People nearby have complained about unsafe chemical, abandoned close to the bus stop.",environment,english,NYC311_seed_controlled_augmentation
"Please repair rough, pitted or cracked roads in our neighbourhood. Please send the responsible team to inspect the area.",roads,english,NYC311_seed_controlled_augmentation
There is missed recycling - m/g/pl near the junction.,garbage,english,NYC311_seed_controlled_augmentation
There appears to be: Please send a technician because of no lighting along the roadside. Residents are requesting assistance.,electricity,english,NYC311_seed_controlled_augmentation
The area is affected by large number of mosquitoes close to the bus stop.,environment,english,NYC311_seed_controlled_augmentation
The electricity service has a problem with power outage near the public market. Please investigate this issue.,electricity,english,NYC311_seed_controlled_augmentation
We are experiencing: Residents have reported leak near the school. Residents are requesting assistance.,water_supply,english,NYC311_seed_controlled_augmentation
"Residents are concerned about unsafe chemical, abandoned in the residential area. Please resolve this problem as soon as possible.",environment,english,NYC311_seed_controlled_augmentation
The road surface is affected by wear & tear near the school. We would appreciate assistance with this issue.,roads,english,NYC311_seed_controlled_augmentation
Residents have complained about missed recycling-all materials near the hospital.,garbage,english,NYC311_seed_controlled_augmentation
Please arrange cleaning because of missed recycling-all materials near the public market. We would appreciate assistance with this issue.,garbage,english,NYC311_seed_controlled_augmentation
"Residents are concerned about oil spill on street, large outside our building. Please investigate this issue.",environment,english,NYC311_seed_controlled_augmentation
There is: Please send a technician because of outlet/switch in our neighbourhood.,electricity,english,NYC311_seed_controlled_augmentation
I would like to report: Residents are concerned about pothole - highway close to the bus stop.,roads,english,NYC311_seed_controlled_augmentation
Please repair cave-in close to the bus stop.,roads,english,NYC311_seed_controlled_augmentation
Residents have reported hydrant leaking near the public market.,water_supply,english,NYC311_seed_controlled_augmentation
"Air: Smoke, Vehicular is affecting the surrounding environment near the school. Please investigate this issue.",environment,english,NYC311_seed_controlled_augmentation
There is power outage near the school. Residents are requesting assistance.,electricity,english,NYC311_seed_controlled_augmentation
WIRING is affecting the area outside our building. Residents are requesting assistance.,electricity,english,NYC311_seed_controlled_augmentation
The road surface is affected by defective hardware close to the bus stop. This is causing inconvenience to the public.,roads,english,NYC311_seed_controlled_augmentation
Residents have reported: We are experiencing unknown odor/taste in drinking water near the school. Please send the responsible team to inspect the area.,water_supply,english,NYC311_seed_controlled_augmentation
Please investigate the water issue: low water pressure - wlwp near the junction. Residents are requesting assistance.,water_supply,english,NYC311_seed_controlled_augmentation
There is: The area needs cleaning because of dirty sidewalk in our neighbourhood.,garbage,english,NYC311_seed_controlled_augmentation
We need assistance with sewage odor near the school. Please investigate this issue.,drainage,english,NYC311_seed_controlled_augmentation
The electricity service has a problem with lamppost knocked down near the hospital.,electricity,english,NYC311_seed_controlled_augmentation
Residents have reported outlet/switch along the roadside. Please arrange an inspection.,electricity,english,NYC311_seed_controlled_augmentation
We need assistance with sewer or drain near the school. Please arrange an inspection.,drainage,english,NYC311_seed_controlled_augmentation
Drivers are having difficulty because of failed street repair near our house. The problem has been continuing for some time.,roads,english,NYC311_seed_controlled_augmentation
Residents have reported outlet/switch near the school. Please investigate this issue.,electricity,english,NYC311_seed_controlled_augmentation
