complaint_text,category,language,source
We would like to report pothole on the main road. Please take the necessary action.,roads,english,NYC311_seed_controlled_augmentation_v2
We are experiencing damp spot in our neighbourhood. Please investigate this issue.,water_supply,english,NYC311_seed_controlled_augmentation_v2
There appears to be slow leak outside our building.,water_supply,english,NYC311_seed_controlled_augmentation_v2
"Our area is facing taste/odor, bitter/metallic outside our building. Please investigate this issue.",water_supply,english,NYC311_seed_controlled_augmentation_v2
Please resolve the drainage issue involving ponding close to the bus stop.,drainage,english,NYC311_seed_controlled_augmentation_v2
There is broken curb near the junction. We would appreciate assistance with this problem.,roads,english,NYC311_seed_controlled_augmentation_v2
The drain is causing problems because of manhole overflow close to the bus stop. Please send the responsible team to inspect the area.,drainage,english,NYC311_seed_controlled_augmentation_v2
Please investigate the water problem caused by hydrant leaking close to the bus stop.,water_supply,english,NYC311_seed_controlled_augmentation_v2
Residents have reported leak close to the bus stop. Please take the necessary action.,water_supply,english,NYC311_seed_controlled_augmentation_v2
Please resolve the drainage issue involving sewer backup along the roadside. Please arrange an inspection.,drainage,english,NYC311_seed_controlled_augmentation_v2
Residents have reported unknown odor/taste in drinking water near the hospital. Please send the responsible team to inspect the area.,water_supply,english,NYC311_seed_controlled_augmentation_v2
There is a waste management problem involving receptacle violation near the junction. This is causing inconvenience to the public.,garbage,english,NYC311_seed_controlled_augmentation_v2
Electrical Wiring Defective/Exposed is affecting the area near the hospital. Please investigate this issue.,electricity,english,NYC311_seed_controlled_augmentation_v2
We would like to report curb defect-metal protruding near the junction.,roads,english,NYC311_seed_controlled_augmentation_v2
Street Light Lamp Dim is affecting the area near the hospital. Please send the responsible team to inspect the area.,electricity,english,NYC311_seed_controlled_augmentation_v2
"We have noticed air: smoke, chimney or vent near the public market. This is causing inconvenience to the public.",environment,english,NYC311_seed_controlled_augmentation_v2
Residents are requesting action regarding dirty area/alleyway close to the bus stop. Please send the responsible team to inspect the area.,garbage,english,NYC311_seed_controlled_augmentation_v2
Vehicles are being affected by pothole - highway close to the town centre.,roads,english,NYC311_seed_controlled_augmentation_v2
Chemical Odor is affecting the surrounding environment near the school. Please arrange an inspection.,environment,english,NYC311_seed_controlled_augmentation_v2
The area needs cleaning because of street cond/dump-out/drop-off near our house. Residents are requesting assistance.,garbage,english,NYC311_seed_controlled_augmentation_v2
The area needs cleaning because of missed recycling-all materials close to the bus stop. Please send the responsible team to inspect the area.,garbage,english,NYC311_seed_controlled_augmentation_v2
The area needs cleaning because of improper disposal close to the town centre. Please arrange an inspection.,garbage,english,NYC311_seed_controlled_augmentation_v2
Please investigate the water problem caused by dirty water near our house. Residents are requesting assistance.,water_supply,english,NYC311_seed_controlled_augmentation_v2
The drainage system is affected by street flooding along the roadside. Please take the necessary action.,drainage,english,NYC311_seed_controlled_augmentation_v2
Residents are concerned about broken curb near the junction. This issue needs urgent attention.,roads,english,NYC311_seed_controlled_augmentation_v2
There appears to be heavy flow in our neighbourhood. Residents are requesting assistance.,water_supply,english,NYC311_seed_controlled_augmentation_v2
Sewage Odor is causing drainage problems near the hospital. Please resolve this problem as soon as possible.,drainage,english,NYC311_seed_controlled_augmentation_v2
Garbage collection is affected by missed recycling paper close to the bus stop. Please send the responsible team to inspect the area.,garbage,english,NYC311_seed_controlled_augmentation_v2
Please inspect the environmental issue involving large number of mosquitoes close to the town centre. We would appreciate assistance with this problem.,environment,english,NYC311_seed_controlled_augmentation_v2
There is sewer or drain along the roadside. Please send the responsible team to inspect the area.,drainage,english,NYC311_seed_controlled_augmentation_v2
We need assistance with catch basin clogged/flooding in our neighbourhood.,drainage,english,NYC311_seed_controlled_augmentation_v2
The road has curb defect-metal protruding near the junction. This issue needs urgent attention.,roads,english,NYC311_seed_controlled_augmentation_v2
The drainage system is affected by sewer backup close to the town centre. This issue needs urgent attention.,drainage,english,NYC311_seed_controlled_augmentation_v2
Please address missed recycling - m/g/pl near the junction. This issue needs urgent attention.,garbage,english,NYC311_seed_controlled_augmentation_v2
Residents are concerned about pothole - highway close to the town centre.,roads,english,NYC311_seed_controlled_augmentation_v2
"Please investigate unsafe chemical, storage along the roadside. Please send the responsible team to inspect the area.",environment,english,NYC311_seed_controlled_augmentation_v2
There is a waste management problem involving missed recycling - m/g/pl near the junction. Please send the responsible team to inspect the area.,garbage,english,NYC311_seed_controlled_augmentation_v2
Street Light Out is affecting the area near the school. Please send the responsible team to inspect the area.,electricity,english,NYC311_seed_controlled_augmentation_v2
"Residents are requesting action regarding unsafe chemical, abandoned along the roadside. This is causing inconvenience to the public.",environment,english,NYC311_seed_controlled_augmentation_v2
Please inspect the drain because of rain garden flooding in the residential area.,drainage,english,NYC311_seed_controlled_augmentation_v2
RAIN GARDEN FLOODING is causing drainage problems close to the bus stop. Please resolve this problem as soon as possible.,drainage,english,NYC311_seed_controlled_augmentation_v2
Please check the water system because of low water pressure near the junction. Please investigate this issue.,water_supply,english,NYC311_seed_controlled_augmentation_v2
Please address loose rubbish near the junction.,garbage,english,NYC311_seed_controlled_augmentation_v2
People in the area are affected by outlet/switch near the school. Residents are requesting assistance.,electricity,english,NYC311_seed_controlled_augmentation_v2
There is a water supply issue involving dirty water near the public market. Please arrange an inspection.,water_supply,english,NYC311_seed_controlled_augmentation_v2
"Air: Smoke, Vehicular is affecting the surrounding environment near the hospital.",environment,english,NYC311_seed_controlled_augmentation_v2
There is manhole overflow on the main road. This issue needs urgent attention.,drainage,english,NYC311_seed_controlled_augmentation_v2
People nearby have complained about asbestos complaint close to the town centre. Please arrange an inspection.,environment,english,NYC311_seed_controlled_augmentation_v2
The drainage system is affected by sewage odor near the school. The problem has been continuing for some time.,drainage,english,NYC311_seed_controlled_augmentation_v2
"Please investigate air: smoke, vehicular near our house. Residents are requesting assistance.",environment,english,NYC311_seed_controlled_augmentation_v2
Sewage Odor is causing drainage problems near the school.,drainage,english,NYC311_seed_controlled_augmentation_v2
Residents are concerned about chemical odor near the hospital.,environment,english,NYC311_seed_controlled_augmentation_v2
"Please investigate the water problem caused by taste/odor, chlorine close to the town centre. Please resolve this problem as soon as possible.",water_supply,english,NYC311_seed_controlled_augmentation_v2
Residents have reported unknown odor/taste in drinking water near the junction.,water_supply,english,NYC311_seed_controlled_augmentation_v2
The drain is causing problems because of culvert blocked/needs cleaning near the school. We would appreciate assistance with this problem.,drainage,english,NYC311_seed_controlled_augmentation_v2
Curb Defect-Metal Protruding is causing difficulties for vehicles in the residential area. The problem has been continuing for some time.,roads,english,NYC311_seed_controlled_augmentation_v2
"People in the area are experiencing taste/odor, bitter/metallic along the roadside. Please arrange an inspection.",water_supply,english,NYC311_seed_controlled_augmentation_v2
There is multiple street lights out close to the bus stop.,electricity,english,NYC311_seed_controlled_augmentation_v2
Drivers are facing problems because of broken curb in our neighbourhood.,roads,english,NYC311_seed_controlled_augmentation_v2
Residents have reported wiring on the main road.,electricity,english,NYC311_seed_controlled_augmentation_v2
People in the area are experiencing possible water main break near the school. Please send the responsible team to inspect the area.,water_supply,english,NYC311_seed_controlled_augmentation_v2
We are experiencing slow leak close to the bus stop. Please investigate this issue.,water_supply,english,NYC311_seed_controlled_augmentation_v2
"People nearby have complained about unsafe chemical, storage near the public market. Please take the necessary action.",environment,english,NYC311_seed_controlled_augmentation_v2
The electricity service has a problem with lamppost wire exposed along the roadside.,electricity,english,NYC311_seed_controlled_augmentation_v2
Residents have complained about street cond/dump-out/drop-off near the school.,garbage,english,NYC311_seed_controlled_augmentation_v2
The water service is affected by leak in the residential area. Please resolve this problem as soon as possible.,water_supply,english,NYC311_seed_controlled_augmentation_v2
Our area is facing hydrant leaking near the public market. The problem has been continuing for some time.,water_supply,english,NYC311_seed_controlled_augmentation_v2
Garbage collection is affected by missed collection near the school. Please send the responsible team to inspect the area.,garbage,english,NYC311_seed_controlled_augmentation_v2
The drainage issue appears to involve catch basin clogged/flooding near the junction. Please take the necessary action.,drainage,english,NYC311_seed_controlled_augmentation_v2
"There is an environmental issue involving air: smoke, chimney or vent near the public market. Residents are requesting assistance.",environment,english,NYC311_seed_controlled_augmentation_v2
People in the area are affected by lamppost knocked down close to the bus stop. Please investigate this issue.,electricity,english,NYC311_seed_controlled_augmentation_v2
The drain is causing problems because of culvert blocked/needs cleaning near our house.,drainage,english,NYC311_seed_controlled_augmentation_v2
Failed Street Repair is causing difficulties for vehicles along the roadside. Please send the responsible team to inspect the area.,roads,english,NYC311_seed_controlled_augmentation_v2
Sewage Leak is causing drainage problems along the roadside. Residents are requesting assistance.,drainage,english,NYC311_seed_controlled_augmentation_v2
Garbage collection is affected by missed recycling paper in the residential area.,garbage,english,NYC311_seed_controlled_augmentation_v2
The drainage issue appears to involve ponding close to the bus stop. Please send the responsible team to inspect the area.,drainage,english,NYC311_seed_controlled_augmentation_v2
Please inspect the electrical issue involving power outage outside our building. Please investigate this issue.,electricity,english,NYC311_seed_controlled_augmentation_v2
Please send a technician because of lamppost wire exposed close to the town centre.,electricity,english,NYC311_seed_controlled_augmentation_v2
We are experiencing an electrical problem involving street light lamp dim near the public market. Please take the necessary action.,electricity,english,NYC311_seed_controlled_augmentation_v2
Residents are concerned about large number of mosquitoes near the hospital. We would appreciate assistance with this problem.,environment,english,NYC311_seed_controlled_augmentation_v2
The water service is affected by leak near our house.,water_supply,english,NYC311_seed_controlled_augmentation_v2
NO LIGHTING is affecting the area close to the town centre. The problem has been continuing for some time.,electricity,english,NYC311_seed_controlled_augmentation_v2
There appears to be slow leak near the public market.,water_supply,english,NYC311_seed_controlled_augmentation_v2
Waste has become a problem due to missed recycling-all materials outside our building.,garbage,english,NYC311_seed_controlled_augmentation_v2
The electricity service has a problem with no lighting near our house. Please resolve this problem as soon as possible.,electricity,english,NYC311_seed_controlled_augmentation_v2
Drivers are facing problems because of pothole close to the town centre. This issue needs urgent attention.,roads,english,NYC311_seed_controlled_augmentation_v2
There is street flooding near our house. Residents are requesting assistance.,drainage,english,NYC311_seed_controlled_augmentation_v2
"The area is affected by oil spill on street, large near the hospital. Please arrange an inspection.",environment,english,NYC311_seed_controlled_augmentation_v2
The electrical system needs attention because of wiring near our house. This issue needs urgent attention.,electricity,english,NYC311_seed_controlled_augmentation_v2
Please inspect the drain because of catch basin clogged/flooding in the residential area.,drainage,english,NYC311_seed_controlled_augmentation_v2
Vehicles are being affected by cave-in near our house. Please resolve this problem as soon as possible.,roads,english,NYC311_seed_controlled_augmentation_v2
"Please investigate air: smoke, chimney or vent in the residential area. Please send the responsible team to inspect the area.",environment,english,NYC311_seed_controlled_augmentation_v2
We would like to report failed street repair in the residential area. This issue needs urgent attention.,roads,english,NYC311_seed_controlled_augmentation_v2
Please address missed recycling paper on the main road.,garbage,english,NYC311_seed_controlled_augmentation_v2
People in the area are affected by lamppost wire exposed near the public market. Please arrange an inspection.,electricity,english,NYC311_seed_controlled_augmentation_v2
Residents are requesting action regarding missed recycling - m/g/pl near the junction. This is causing inconvenience to the public.,garbage,english,NYC311_seed_controlled_augmentation_v2
The road has failed street repair near the school.,roads,english,NYC311_seed_controlled_augmentation_v2
Pothole is causing difficulties for vehicles near our house. The problem has been continuing for some time.,roads,english,NYC311_seed_controlled_augmentation_v2
Residents have reported possible water main break in our neighbourhood. The problem has been continuing for some time.,water_supply,english,NYC311_seed_controlled_augmentation_v2
Curb Defect-Metal Protruding is causing difficulties for vehicles on the main road. Please arrange an inspection.,roads,english,NYC311_seed_controlled_augmentation_v2
There is an environmental issue involving asbestos complaint near our house. Please resolve this problem as soon as possible.,environment,english,NYC311_seed_controlled_augmentation_v2
We have noticed chemical spill/release in our neighbourhood.,environment,english,NYC311_seed_controlled_augmentation_v2
People in the area are experiencing possible water main break along the roadside. Please investigate this issue.,water_supply,english,NYC311_seed_controlled_augmentation_v2
Vehicles are being affected by defective hardware on the main road.,roads,english,NYC311_seed_controlled_augmentation_v2
Bulk-Missed Collection is creating an unsanitary condition close to the bus stop. This issue needs urgent attention.,garbage,english,NYC311_seed_controlled_augmentation_v2
"There is a water supply issue involving taste/odor, bitter/metallic near the junction. Please resolve this problem as soon as possible.",water_supply,english,NYC311_seed_controlled_augmentation_v2
The water service is affected by hydrant leaking near the public market. Please investigate this issue.,water_supply,english,NYC311_seed_controlled_augmentation_v2
"Residents are requesting action regarding unsafe chemical, abandoned along the roadside. This issue needs urgent attention.",environment,english,NYC311_seed_controlled_augmentation_v2
The area is affected by asbestos complaint along the roadside. Residents are requesting assistance.,environment,english,NYC311_seed_controlled_augmentation_v2
"Our area is facing taste/odor, bitter/metallic close to the bus stop. The problem has been continuing for some time.",water_supply,english,NYC311_seed_controlled_augmentation_v2
Residents are reporting manhole overflow on the main road. Please arrange an inspection.,drainage,english,NYC311_seed_controlled_augmentation_v2
There is street flooding near the hospital.,drainage,english,NYC311_seed_controlled_augmentation_v2
People in the area are affected by power outage near the junction. Residents are requesting assistance.,electricity,english,NYC311_seed_controlled_augmentation_v2
Residents are reporting sewer or drain in the residential area.,drainage,english,NYC311_seed_controlled_augmentation_v2
"People nearby have complained about air: odor/fumes, vehicle idling in the residential area.",environment,english,NYC311_seed_controlled_augmentation_v2
Residents are reporting street flooding on the main road.,drainage,english,NYC311_seed_controlled_augmentation_v2
Vehicles are being affected by cave-in along the roadside. Please investigate this issue.,roads,english,NYC311_seed_controlled_augmentation_v2
Please investigate the water problem caused by no water along the roadside. Please take the necessary action.,water_supply,english,NYC311_seed_controlled_augmentation_v2
Please inspect the electrical issue involving street light lamp dim near the school. Please send the responsible team to inspect the area.,electricity,english,NYC311_seed_controlled_augmentation_v2
Residents are requesting action regarding missed recycling paper along the roadside.,garbage,english,NYC311_seed_controlled_augmentation_v2
Garbage collection is affected by missed recycling-all materials close to the bus stop. Please send the responsible team to inspect the area.,garbage,english,NYC311_seed_controlled_augmentation_v2
The area needs cleaning because of improper disposal near the school.,garbage,english,NYC311_seed_controlled_augmentation_v2
We are experiencing an electrical problem involving multiple street lights out outside our building.,electricity,english,NYC311_seed_controlled_augmentation_v2
Drivers are facing problems because of curb defect-metal protruding in the residential area. Please resolve this problem as soon as possible.,roads,english,NYC311_seed_controlled_augmentation_v2
People in the area are affected by electrical wiring defective/exposed near the school. The problem has been continuing for some time.,electricity,english,NYC311_seed_controlled_augmentation_v2
There is broken curb near the public market. Please investigate this issue.,roads,english,NYC311_seed_controlled_augmentation_v2
Residents are requesting action regarding loose rubbish near the hospital. This is causing inconvenience to the public.,garbage,english,NYC311_seed_controlled_augmentation_v2
Residents are concerned about pothole - highway near the hospital. The problem has been continuing for some time.,roads,english,NYC311_seed_controlled_augmentation_v2
There is lamppost knocked down close to the town centre.,electricity,english,NYC311_seed_controlled_augmentation_v2
There is manhole overflow on the main road. Please investigate this issue.,drainage,english,NYC311_seed_controlled_augmentation_v2
We would like to report wear & tear along the roadside. Residents are requesting assistance.,roads,english,NYC311_seed_controlled_augmentation_v2
"We have noticed air: dust, construction/demolition in our neighbourhood. This is causing inconvenience to the public.",environment,english,NYC311_seed_controlled_augmentation_v2
Residents are reporting sewage odor close to the town centre.,drainage,english,NYC311_seed_controlled_augmentation_v2
Vehicles are being affected by pothole - highway in our neighbourhood.,roads,english,NYC311_seed_controlled_augmentation_v2
We are experiencing possible water main break on the main road. Please resolve this problem as soon as possible.,water_supply,english,NYC311_seed_controlled_augmentation_v2
Sewer or Drain is causing drainage problems outside our building. We would appreciate assistance with this problem.,drainage,english,NYC311_seed_controlled_augmentation_v2
"Oil Spill On Street, Small is affecting the surrounding environment near the school. Residents are requesting assistance.",environment,english,NYC311_seed_controlled_augmentation_v2
Please resolve the drainage issue involving catch basin clogged/flooding in the residential area. Residents are requesting assistance.,drainage,english,NYC311_seed_controlled_augmentation_v2
The drain is causing problems because of ponding close to the town centre. The problem has been continuing for some time.,drainage,english,NYC311_seed_controlled_augmentation_v2
We would like to report wear & tear near our house. Please take the necessary action.,roads,english,NYC311_seed_controlled_augmentation_v2
The drainage system is affected by culvert blocked/needs cleaning near our house.,drainage,english,NYC311_seed_controlled_augmentation_v2
Residents are reporting street flooding outside our building. Please arrange an inspection.,drainage,english,NYC311_seed_controlled_augmentation_v2
The water service is affected by dirty water near the school.,water_supply,english,NYC311_seed_controlled_augmentation_v2
Drivers are facing problems because of wear & tear along the roadside.,roads,english,NYC311_seed_controlled_augmentation_v2
The area needs cleaning because of missed recycling paper in the residential area. This issue needs urgent attention.,garbage,english,NYC311_seed_controlled_augmentation_v2
People nearby have complained about chemical odor in our neighbourhood. Please arrange an inspection.,environment,english,NYC311_seed_controlled_augmentation_v2
We would like to report wear & tear in the residential area.,roads,english,NYC311_seed_controlled_augmentation_v2
Please inspect the drain because of catch basin clogged/flooding in the residential area. Residents are requesting assistance.,drainage,english,NYC311_seed_controlled_augmentation_v2
We are experiencing an electrical problem involving outlet/switch near the school. This issue needs urgent attention.,electricity,english,NYC311_seed_controlled_augmentation_v2
Please investigate the water problem caused by hydrant leaking in the residential area. We would appreciate assistance with this problem.,water_supply,english,NYC311_seed_controlled_augmentation_v2
Drivers are facing problems because of defective hardware in our neighbourhood.,roads,english,NYC311_seed_controlled_augmentation_v2
Residents are concerned about pothole - highway close to the town centre. We would appreciate assistance with this problem.,roads,english,NYC311_seed_controlled_augmentation_v2
Residents are requesting action regarding bulk-missed recy collection close to the bus stop.,garbage,english,NYC311_seed_controlled_augmentation_v2
Waste has become a problem due to improper disposal in the residential area. This issue needs urgent attention.,garbage,english,NYC311_seed_controlled_augmentation_v2
Pothole is causing difficulties for vehicles near the hospital. Please arrange an inspection.,roads,english,NYC311_seed_controlled_augmentation_v2
There is sewer or drain near the junction. Please send the responsible team to inspect the area.,drainage,english,NYC311_seed_controlled_augmentation_v2
"The area is affected by air: odor/fumes, restaurant outside our building. Please take the necessary action.",environment,english,NYC311_seed_controlled_augmentation_v2
Please inspect the electrical issue involving street light lamp dim near the public market. Please resolve this problem as soon as possible.,electricity,english,NYC311_seed_controlled_augmentation_v2
The electricity service has a problem with no lighting near the junction. The problem has been continuing for some time.,electricity,english,NYC311_seed_controlled_augmentation_v2
"Residents are requesting action regarding unsafe chemical, storage near our house. Please arrange an inspection.",environment,english,NYC311_seed_controlled_augmentation_v2
Please investigate large number of mosquitoes along the roadside.,environment,english,NYC311_seed_controlled_augmentation_v2
Vehicles are being affected by wear & tear outside our building. This is causing inconvenience to the public.,roads,english,NYC311_seed_controlled_augmentation_v2
Missed Collection is creating an unsanitary condition close to the bus stop.,garbage,english,NYC311_seed_controlled_augmentation_v2
Residents have reported street light out along the roadside.,electricity,english,NYC311_seed_controlled_augmentation_v2
Residents are concerned about wear & tear near the school.,roads,english,NYC311_seed_controlled_augmentation_v2
DAMP SPOT is affecting the local water supply near the school. Residents are requesting assistance.,water_supply,english,NYC311_seed_controlled_augmentation_v2
The road has cave-in close to the bus stop. Please resolve this problem as soon as possible.,roads,english,NYC311_seed_controlled_augmentation_v2
Residents are requesting action regarding bulk-missed collection outside our building.,garbage,english,NYC311_seed_controlled_augmentation_v2
The road surface is damaged due to failed street repair along the roadside.,roads,english,NYC311_seed_controlled_augmentation_v2
"Residents are concerned about oil spill on street, small in the residential area. Please arrange an inspection.",environment,english,NYC311_seed_controlled_augmentation_v2
There appears to be lamppost knocked down near the hospital.,electricity,english,NYC311_seed_controlled_augmentation_v2
Wastewater problems have occurred due to sewer or drain near the school. The problem has been continuing for some time.,drainage,english,NYC311_seed_controlled_augmentation_v2
Wastewater problems have occurred due to ponding in the residential area. Please send the responsible team to inspect the area.,drainage,english,NYC311_seed_controlled_augmentation_v2
"Please check the water system because of taste/odor, chlorine near the junction. This is causing inconvenience to the public.",water_supply,english,NYC311_seed_controlled_augmentation_v2
Please investigate the water problem caused by leak on the main road. This issue needs urgent attention.,water_supply,english,NYC311_seed_controlled_augmentation_v2
The road surface is damaged due to pothole - highway in our neighbourhood.,roads,english,NYC311_seed_controlled_augmentation_v2
The area needs cleaning because of missed collection on the main road. Please investigate this issue.,garbage,english,NYC311_seed_controlled_augmentation_v2
Residents are reporting catch basin clogged/flooding in the residential area. Please take the necessary action.,drainage,english,NYC311_seed_controlled_augmentation_v2
"There is an environmental issue involving oil spill on street, small on the main road. This is causing inconvenience to the public.",environment,english,NYC311_seed_controlled_augmentation_v2
"Please investigate unsafe chemical, storage in the residential area. Residents are requesting assistance.",environment,english,NYC311_seed_controlled_augmentation_v2
Wastewater problems have occurred due to manhole overflow near our house. Please take the necessary action.,drainage,english,NYC311_seed_controlled_augmentation_v2
The road surface is damaged due to curb defect-metal protruding along the roadside. Please take the necessary action.,roads,english,NYC311_seed_controlled_augmentation_v2
There is street cond/dump-out/drop-off close to the town centre.,garbage,english,NYC311_seed_controlled_augmentation_v2
Residents have complained about missed collection close to the bus stop. Please resolve this problem as soon as possible.,garbage,english,NYC311_seed_controlled_augmentation_v2
"The area is affected by air: dust, other outside our building. Please resolve this problem as soon as possible.",environment,english,NYC311_seed_controlled_augmentation_v2
There appears to be multiple street lights out in the residential area. This is causing inconvenience to the public.,electricity,english,NYC311_seed_controlled_augmentation_v2
LOW WATER PRESSURE is affecting the local water supply in the residential area. This issue needs urgent attention.,water_supply,english,NYC311_seed_controlled_augmentation_v2
Wastewater problems have occurred due to sewer backup close to the town centre.,drainage,english,NYC311_seed_controlled_augmentation_v2
"The road has rough, pitted or cracked roads in our neighbourhood. Please resolve this problem as soon as possible.",roads,english,NYC311_seed_controlled_augmentation_v2
Leak is affecting the local water supply outside our building. Please send the responsible team to inspect the area.,water_supply,english,NYC311_seed_controlled_augmentation_v2
Please check the water system because of unknown odor/taste in drinking water near our house. The problem has been continuing for some time.,water_supply,english,NYC311_seed_controlled_augmentation_v2
Please inspect the electrical issue involving street light out near the junction. The problem has been continuing for some time.,electricity,english,NYC311_seed_controlled_augmentation_v2
The road has cave-in near the hospital. Please send the responsible team to inspect the area.,roads,english,NYC311_seed_controlled_augmentation_v2
Please arrange cleaning because of improper disposal in the residential area.,garbage,english,NYC311_seed_controlled_augmentation_v2
Wastewater problems have occurred due to sewer or drain near the school.,drainage,english,NYC311_seed_controlled_augmentation_v2
The electrical system needs attention because of multiple street lights out outside our building. Please arrange an inspection.,electricity,english,NYC311_seed_controlled_augmentation_v2
We would like to report failed street repair close to the bus stop. This is causing inconvenience to the public.,roads,english,NYC311_seed_controlled_augmentation_v2
Please send a technician because of no lighting outside our building. The problem has been continuing for some time.,electricity,english,NYC311_seed_controlled_augmentation_v2
Please inspect the environmental issue involving air: other air problem on the main road. Please resolve this problem as soon as possible.,environment,english,NYC311_seed_controlled_augmentation_v2
Please investigate large number of mosquitoes near the school. We would appreciate assistance with this problem.,environment,english,NYC311_seed_controlled_augmentation_v2
Please inspect the environmental issue involving large number of mosquitoes along the roadside. Please resolve this problem as soon as possible.,environment,english,NYC311_seed_controlled_augmentation_v2
People in the area are affected by lighting near the school.,electricity,english,NYC311_seed_controlled_augmentation_v2
Residents have reported multiple street lights out near the public market. Please resolve this problem as soon as possible.,electricity,english,NYC311_seed_controlled_augmentation_v2
Residents are requesting action regarding missed recycling - m/g/pl on the main road.,garbage,english,NYC311_seed_controlled_augmentation_v2
Garbage collection is affected by missed recycling - m/g/pl close to the town centre. Please take the necessary action.,garbage,english,NYC311_seed_controlled_augmentation_v2
HEAVY FLOW is affecting the local water supply near our house.,water_supply,english,NYC311_seed_controlled_augmentation_v2
Please inspect the drain because of sewage leak along the roadside. Please resolve this problem as soon as possible.,drainage,english,NYC311_seed_controlled_augmentation_v2
Wastewater problems have occurred due to manhole overflow near the hospital.,drainage,english,NYC311_seed_controlled_augmentation_v2
Dirty Area/Alleyway is creating an unsanitary condition in our neighbourhood. Please send the responsible team to inspect the area.,garbage,english,NYC311_seed_controlled_augmentation_v2
The electricity service has a problem with no lighting near the public market. Please take the necessary action.,electricity,english,NYC311_seed_controlled_augmentation_v2
"There is an environmental issue involving air: smoke, chimney or vent along the roadside. The problem has been continuing for some time.",environment,english,NYC311_seed_controlled_augmentation_v2
The road surface is damaged due to pothole outside our building. Residents are requesting assistance.,roads,english,NYC311_seed_controlled_augmentation_v2
The road has cave-in near the public market.,roads,english,NYC311_seed_controlled_augmentation_v2
Please inspect the electrical issue involving multiple street lights out near the junction. Residents are requesting assistance.,electricity,english,NYC311_seed_controlled_augmentation_v2
Residents are concerned about curb defect-metal protruding along the roadside. This issue needs urgent attention.,roads,english,NYC311_seed_controlled_augmentation_v2
We need assistance with catch basin clogged/flooding near the public market. Please take the necessary action.,drainage,english,NYC311_seed_controlled_augmentation_v2
"Please inspect the environmental issue involving air: smoke, vehicular near the hospital.",environment,english,NYC311_seed_controlled_augmentation_v2
There appears to be street light out along the roadside. We would appreciate assistance with this problem.,electricity,english,NYC311_seed_controlled_augmentation_v2
"We are experiencing cloudy or milky, other near the junction. The problem has been continuing for some time.",water_supply,english,NYC311_seed_controlled_augmentation_v2
Pothole is causing difficulties for vehicles close to the bus stop. Please arrange an inspection.,roads,english,NYC311_seed_controlled_augmentation_v2
The drainage issue appears to involve catch basin clogged/flooding in the residential area. This issue needs urgent attention.,drainage,english,NYC311_seed_controlled_augmentation_v2
Residents are reporting sewage leak near the hospital. Please arrange an inspection.,drainage,english,NYC311_seed_controlled_augmentation_v2
There is a waste management problem involving bulk-missed collection near the public market. Please take the necessary action.,garbage,english,NYC311_seed_controlled_augmentation_v2
Drivers are facing problems because of curb defect-metal protruding near the school. The problem has been continuing for some time.,roads,english,NYC311_seed_controlled_augmentation_v2
"Unsafe Chemical, Storage is affecting the surrounding environment on the main road. Please arrange an inspection.",environment,english,NYC311_seed_controlled_augmentation_v2
The drainage issue appears to involve street flooding in our neighbourhood. Residents are requesting assistance.,drainage,english,NYC311_seed_controlled_augmentation_v2
"There is a water supply issue involving taste/odor, bitter/metallic in the residential area. Please resolve this problem as soon as possible.",water_supply,english,NYC311_seed_controlled_augmentation_v2
Please investigate the water problem caused by leak close to the town centre. The problem has been continuing for some time.,water_supply,english,NYC311_seed_controlled_augmentation_v2
There is an environmental issue involving large number of mosquitoes near the public market.,environment,english,NYC311_seed_controlled_augmentation_v2
Dirty Water is affecting the local water supply near the school.,water_supply,english,NYC311_seed_controlled_augmentation_v2
People in the area are affected by lamppost knocked down near the public market. This issue needs urgent attention.,electricity,english,NYC311_seed_controlled_augmentation_v2
The road needs attention because of failed street repair outside our building.,roads,english,NYC311_seed_controlled_augmentation_v2
There is an environmental issue involving large number of mosquitoes on the main road. Please take the necessary action.,environment,english,NYC311_seed_controlled_augmentation_v2
"Air: Smoke, Chimney or vent is affecting the surrounding environment on the main road. This issue needs urgent attention.",environment,english,NYC311_seed_controlled_augmentation_v2
"People nearby have complained about air: dust, other in our neighbourhood.",environment,english,NYC311_seed_controlled_augmentation_v2
We need assistance with sewer backup outside our building. This issue needs urgent attention.,drainage,english,NYC311_seed_controlled_augmentation_v2
Please arrange cleaning because of missed recycling-all materials in the residential area. The problem has been continuing for some time.,garbage,english,NYC311_seed_controlled_augmentation_v2
There is improper disposal near the school.,garbage,english,NYC311_seed_controlled_augmentation_v2
Wear & Tear is causing difficulties for vehicles close to the town centre.,roads,english,NYC311_seed_controlled_augmentation_v2
Wastewater problems have occurred due to street flooding in our neighbourhood. Residents are requesting assistance.,drainage,english,NYC311_seed_controlled_augmentation_v2
Please address bulk-missed recy collection near the junction. Please arrange an inspection.,garbage,english,NYC311_seed_controlled_augmentation_v2
We are experiencing an electrical problem involving street light out near the hospital. We would appreciate assistance with this problem.,electricity,english,NYC311_seed_controlled_augmentation_v2
We are experiencing slow leak close to the town centre. Please investigate this issue.,water_supply,english,NYC311_seed_controlled_augmentation_v2
Please inspect the drain because of rain garden flooding along the roadside.,drainage,english,NYC311_seed_controlled_augmentation_v2
Residents have complained about missed collection near our house.,garbage,english,NYC311_seed_controlled_augmentation_v2
